ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,MonthlyIncome,MonthlyDebtPayments,TotalDebtToIncomeRatio,LoanApproved,InterestRate,MonthlyLoanPayment,,RiskScore
25-03-2018,33,17676,540,Employed,17801,1473,226,0.5500142367013272,0,0.24388079254078746,584.1709707,,55
26-03-2018,30,42752,517,Employed,14379,3562.6666666666665,363,0.2601629568923058,0,0.239661812,563.8738944216548,,53
27-03-2018,33,29096,570,Employed,40138,2424.6666666666665,685,1.164864840154552,0,0.2486006220333732,2139.408949094737,,53
28-03-2018,50,60992,663,Employed,24642,5082.666666666667,664,0.2824561409823392,0,0.21644928802917596,771.6304125662359,,44
29-03-2018,43,100032,524,Employed,19105,8336,824,0.160810328,1,0.20968400000000004,516.5148902524263,,49.6
30-03-2018,33,35882,620,Employed,9259,2990.1666666666665,257,0.18017737713629683,0,0.20001147792495064,281.76038720038355,,47
31-03-2018,46,32781,623,Employed,17468,2731.75,1180,0.6129792720342581,0,0.23206532325492982,494.5061263795844,,41
01-04-2018,41,51707,585,Employed,20069,4308.916666666667,407,0.22517453441967358,0,0.26822332908906105,563.2583042698386,,52
02-04-2018,51,31251,596,Unemployed,66582,2604.25,357,1.498355014775571,0,0.2474564400627162,3545.0910472292812,,61
03-04-2018,31,22359,524,Employed,26889,1863.25,216,0.586980693,0,0.24071353504022627,877.6917767367678,,57
04-04-2018,36,152650,610,Employed,24815,12720.833333333334,148,0.072409428,1,0.2135114898398752,773.1082609982855,,38.400000000000006
05-04-2018,35,15120,562,Self-Employed,21849,1260,423,0.7681879924283986,0,0.2441707013922021,544.9168704597823,,58
06-04-2018,22,59830,570,Self-Employed,22734,4985.833333333333,246,0.2757976112735793,1,0.1746266391648873,1129.0809235415209,,45.6
07-04-2018,43,55308,645,Employed,19539,4609,362,0.17276310846795032,1,0.1696312,434.2651669,,36.800000000000004
08-04-2018,43,30948,601,Employed,25291,2579,286,0.4870910711311893,0,0.2233077175954149,970.2078724473373,,49
09-04-2018,40,56940,592,Employed,15752,4745,213,0.12770624259915833,0,0.2616014984888397,392.96612113300625,,50
10-04-2018,37,44000,539,Employed,28714,3666.6666666666665,457,0.3518220745417639,0,0.24417374839480413,833.0142733198009,,46
11-04-2018,23,81554,509,Employed,35101,6796.166666666667,519,0.23728503940992607,0,0.31651227536042065,1093.6286753364259,,49
12-04-2018,34,26567,612,Employed,17339,2213.9166666666665,194,0.30939738592301325,0,0.23219132457055175,490.98002931805775,,48
13-04-2018,35,33569,596,Employed,37172,2797.4166666666665,212,0.49773956838049344,0,0.22456956941082834,1180.3849642470652,,52
14-04-2018,30,94238,608,Employed,15917,7853.166666666667,203,0.099902424,1,0.18763253324930673,581.5503891626953,,44
15-04-2018,38,45145,587,Employed,11431,3762.0833333333335,879,0.3254839774590545,1,0.19613163201891204,345.4978468657514,,40
16-04-2018,44,70881,597,Employed,34590,5906.75,324,0.23750288897700242,0,0.21416649780945154,1078.8701894649091,,50
17-04-2018,62,105240,656,Employed,13937,8770,391,0.079510163,0,0.2297078574766258,306.3041270938386,,55
18-04-2018,42,63709,517,Unemployed,22221,5309.083333333333,623,0.2597488981137047,0,0.26542364064417234,756.0285458271679,,57
19-04-2018,43,31713,487,Self-Employed,38865,2642.75,314,0.6367863989514666,0,0.28643046108510833,1368.8672558289884,,64
20-04-2018,39,29900,536,Employed,23396,2491.6666666666665,589,0.518537603,0,0.2994520375102945,703.0228597,,54
21-04-2018,18,87673,608,Employed,10667,7306.083333333333,725,0.13767178136834266,1,0.24002039091936128,280.84150732555884,,43.2
22-04-2018,39,55454,565,Self-Employed,35551,4621.166666666667,1206,0.5685388820500045,0,0.2541482188827534,1421.3129304334127,,61
23-04-2018,40,40722,558,Employed,31637,3393.5,269,0.326964794,0,0.3027985474321377,840.5550282755453,,47
24-04-2018,69,76571,680,Employed,34173,6380.916666666667,407,0.22423286234451956,0,0.19112759584805525,1023.8112085485172,,46
25-04-2018,37,22901,525,Employed,18493,1908.4166666666667,288,0.4740528125440489,0,0.25340330938993616,616.6902883,,53
26-04-2018,43,49421,609,Employed,17161,4118.416666666667,438,0.22066757905736442,0,0.25806807595491893,470.8010353828341,,51
27-04-2018,39,43507,611,Employed,31845,3625.5833333333335,544,0.44897880312806404,0,0.26561399999999996,1083.810065641057,,60
28-04-2018,25,41402,572,Employed,25900,3450.1666666666665,419,0.4150678631356994,0,0.23773502195288557,1013.0533057953522,,50
29-04-2018,53,37405,626,Employed,15770,3117.0833333333335,442,0.2974035458340298,0,0.20610543097441922,485.0316359934904,,56
30-04-2018,49,48399,564,Employed,19629,4033.25,346,0.2510053336333399,0,0.264095006,666.3672618766681,,51
01-05-2018,49,44775,574,Employed,20270,3731.25,228,0.2321454899333234,0,0.2196043266803594,638.1928593137129,,51
02-05-2018,29,125711,580,Employed,12133,10475.916666666666,543,0.088205169,1,0.21812612032601866,381.0299962124382,,40.800000000000004
03-05-2018,56,15131,634,Employed,25599,1260.9166666666667,351,0.9272101987092891,0,0.22832259312367076,818.1347930558546,,59
04-05-2018,23,73576,603,Employed,12055,6131.333333333333,491,0.15071169988709177,1,0.17543864637230866,433.0636692410553,,41.6
05-05-2018,47,50345,602,Employed,18805,4195.416666666667,441,0.24938946204437465,0,0.2324865552985765,605.2927055520034,,52
06-05-2018,66,56816,669,Employed,20719,4734.666666666667,288,0.4536177821132481,1,0.13941495093295067,1859.728992378859,,28.8
07-05-2018,28,34588,621,Employed,18962,2882.3333333333335,444,0.3688642527332226,0,0.24094755213451677,619.1897311280587,,52
08-05-2018,33,55383,565,Employed,9093,4615.25,419,0.15425409858226552,1,0.23296114047954555,292.9212284818008,,40
09-05-2018,41,65180,551,Employed,15086,5431.666666666667,323,0.13134817939127044,1,0.2326246575872104,390.4395277269173,,40
10-05-2018,33,15000,523,Employed,13879,1250,248,0.5368186207226998,0,0.2690634753047489,423.0232759033748,,56
11-05-2018,21,149736,560,Employed,27917,12478,604,0.11747598932082443,1,0.2082644425030576,861.8653947452472,,37.6
12-05-2018,40,42717,585,Employed,41561,3559.75,326,0.6938166438998383,0,0.21400019834529044,2143.8137981224495,,53
13-05-2018,27,66417,590,Employed,9493,5534.75,408,0.12517931001766955,1,0.19198311195338755,284.8361861202966,,40
14-05-2018,45,22121,602,Employed,18805,1843.4166666666667,250,0.42787635996075984,0,0.23795743796042182,538.7544132243307,,47
15-05-2018,28,37558,620,Employed,18686,3129.8333333333335,278,0.25634441720236256,0,0.2277135049624295,524.3153017738612,,49
16-05-2018,58,134691,621,Employed,16421,11224.25,607,0.12840158492368778,1,0.19806867389655833,834.2114895797027,,40
17-05-2018,30,33101,539,Employed,29824,2758.4166666666665,358,0.44017869902224627,0,0.23897147546942898,856.1962596946144,,46
18-05-2018,36,44364,439,Employed,5538,3697,313,0.1447156136853083,1,0.25621250185083516,222.0136237945848,,40.800000000000004
19-05-2018,49,38596,499,Employed,13078,3216.3333333333335,292,0.25372623605130035,0,0.2558993551055523,524.0681505529991,,60
20-05-2018,25,139954,439,Unemployed,40858,11662.833333333334,293,0.1538094965534717,0,0.3124454576901247,1500.8545233870482,,56
21-05-2018,42,53444,521,Unemployed,16462,4453.666666666667,730,0.28080511284334936,0,0.2880802820182057,520.6123708999971,,55
22-05-2018,55,113523,643,Employed,10990,9460.25,427,0.076166171,1,0.20388902070867115,293.5510189961893,,35.2
23-05-2018,20,31270,581,Employed,6624,2605.8333333333335,151,0.29018953435964456,0,0.17332361626234602,605.1855616188404,,58
24-05-2018,42,46717,520,Employed,20915,3893.0833333333335,616,0.3145641869935919,0,0.24570244907749159,608.6245936,,57
25-05-2018,43,56613,564,Employed,25148,4717.75,340,0.2815708476003528,0,0.241327041,988.3808662665643,,56
26-05-2018,49,86882,612,Employed,51374,7240.166666666667,380,0.2558904078197905,0,0.27777258833762064,1472.6892010165866,,47
27-05-2018,25,69876,598,Employed,17992,5823,545,0.17291009646866384,0,0.2723052977294854,461.8554917370296,,51
28-05-2018,24,32582,513,Self-Employed,26598,2715.1666666666665,231,0.3857918046127621,0,0.272707952,816.4890481577511,,55
29-05-2018,46,101562,612,Employed,30836,8463.5,323,0.127299766,0,0.23665870470998604,754.4015679516308,,54
30-05-2018,43,24611,548,Unemployed,21110,2050.9166666666665,489,0.7864092776851285,0,0.2473423829653818,1123.8598944257246,,54
31-05-2018,43,22390,594,Employed,17603,1865.8333333333333,389,0.4523089503356587,0,0.29297066811204414,454.9331165012831,,55
01-06-2018,44,47430,605,Employed,32684,3952.5,377,0.32961566182883323,0,0.23235547735232617,925.8059033784633,,50
02-06-2018,31,57105,500,Employed,24760,4758.75,168,0.2471892681380032,0,0.26810133066236497,1008.3119297517227,,53
03-06-2018,42,28751,536,Employed,30150,2395.9166666666665,343,0.5191025769240253,0,0.258890882,900.7265157618874,,59
04-06-2018,43,43567,547,Employed,17390,3630.5833333333335,308,0.33760635204615436,0,0.2380168360580599,917.707995,,48
05-06-2018,31,20113,575,Employed,27214,1676.0833333333333,347,0.8328063706573645,0,0.22675760936017336,1048.852877752631,,60
06-06-2018,62,52633,682,Unemployed,13197,4386.083333333333,347,0.1422412880044282,0,0.22455475289601112,276.8821426280891,,59
07-06-2018,45,93617,557,Employed,10868,7801.416666666667,826,0.14086315380349787,1,0.24689379902500413,272.9321558018385,,43.2
08-06-2018,25,34276,574,Employed,5163,2856.3333333333335,365,0.17167966029705067,0,0.25166548567452157,125.3743363618091,,51
09-06-2018,47,25819,587,Self-Employed,12824,2151.5833333333335,103,0.2640025052155661,0,0.1821822317409338,465.0233901800585,,61
10-06-2018,28,72220,546,Employed,11336,6018.333333333333,533,0.1597610413177905,1,0.21242140876493718,428.49520033090243,,36
11-06-2018,49,30032,594,Employed,5789,2502.6666666666665,148,0.17631760485889583,0,0.1951435199276996,293.2641924268633,,61
12-06-2018,53,259639,545,Employed,39203,21636.583333333332,189,0.17729602569869352,1,0.2082674307613362,3647.080235,,40.800000000000004
13-06-2018,30,58238,628,Self-Employed,15647,4853.166666666667,770,0.25622186283555914,0,0.19680862538511976,473.48740398477463,,64
14-06-2018,51,91953,618,Employed,21715,7662.75,264,0.1193351408348712,1,0.1910068472786552,650.4353504324093,,45.6
15-06-2018,44,22237,609,Employed,33644,1853.0833333333333,816,0.9483240909214339,0,0.22631126360230822,941.3235674849936,,54
16-06-2018,49,74085,653,Employed,36208,6173.75,375,0.5959476816200175,0,0.1710999384947515,3304.2319994015834,,52
17-06-2018,62,33370,633,Employed,18943,2780.8333333333335,545,0.5378504693356251,0,0.1854112496546378,950.6725134774842,,54
18-06-2018,37,36562,553,Employed,38934,3046.8333333333335,782,0.6605002087043524,1,0.22178516252459513,1230.4340525540445,,42.400000000000006
19-06-2018,30,25658,583,Employed,6423,2138.1666666666665,374,0.28617179657318037,0,0.19749597643847833,237.88299637288844,,51
20-06-2018,29,75095,590,Employed,11657,6257.916666666667,182,0.081800285,0,0.3259884,329.8993646775571,,66
21-06-2018,30,50657,591,Employed,20536,4221.416666666667,638,0.29811213635579026,0,0.19591360804946265,620.4555409479389,,46
22-06-2018,39,48707,582,Employed,9741,4058.9166666666665,558,0.23219669045377736,0,0.2444892,384.46701682767775,,50
23-06-2018,44,99138,524,Employed,23007,8261.5,472,0.14859340003020544,1,0.24434250282498354,755.6043743495422,,40.800000000000004
24-06-2018,43,48280,581,Employed,40424,4023.3333333333335,340,0.4529655536669173,0,0.1903172372386648,1482.4314109198974,,51
25-06-2018,49,88064,568,Employed,24156,7338.666666666667,382,0.12924588068255066,1,0.2599071122999699,566.4924363690118,,36.800000000000004
26-06-2018,40,177855,625,Employed,17289,14821.25,280,0.051890206,1,0.2317025527049952,489.0777211980991,,38.400000000000006
27-06-2018,57,55440,614,Employed,31937,4620,497,0.7431570394576669,0,0.18552332686843528,2936.3855222944208,,50
28-06-2018,36,44377,558,Employed,11938,3698.0833333333335,215,0.17982654521090374,1,0.21040551540345379,450.01354973535626,,40
29-06-2018,72,115677,511,Employed,27962,9639.75,364,0.19723439151502534,0,0.281752414,1537.2902256069656,,54
30-06-2018,47,163133,654,Employed,13145,13594.416666666666,210,0.051189324,1,0.19607288071685783,485.88900176793237,,32.800000000000004
01-07-2018,29,51989,517,Employed,26850,4332.416666666667,351,0.2707836943925136,0,0.308280968,822.1477906476991,,58
02-07-2018,27,28941,612,Employed,15007,2411.75,112,0.2072159182721278,0,0.1881368566838582,387.7529908928042,,57
03-07-2018,45,117455,652,Unemployed,19372,9787.916666666666,697,0.12995117557124627,1,0.18581062057318198,574.9512772267276,,44.800000000000004
04-07-2018,37,68157,565,Employed,15091,5679.75,394,0.17242867412146745,1,0.23150365356927163,585.3517618414047,,40
05-07-2018,48,117456,579,Employed,17310,9788,451,0.11351541552689597,1,0.2188964065763324,660.0888871772578,,39.2
06-07-2018,45,84230,579,Employed,61376,7019.166666666667,565,0.34017106,0,0.29398641655113383,1822.7173676987613,,56
07-07-2018,39,47910,515,Employed,25068,3992.5,447,0.4436742487835273,0,0.23919799566485636,1324.3694382682327,,48
08-07-2018,29,37709,557,Employed,27440,3142.4166666666665,435,0.42348380856951445,0,0.304728,895.7625781123185,,65
09-07-2018,21,73625,540,Employed,12927,6135.416666666667,182,0.1377866374050795,0,0.20860742039601382,663.3784315790815,,58
10-07-2018,34,19757,592,Employed,17292,1646.4166666666667,385,0.4762940163876745,0,0.254743575,399.17840681427384,,53
11-07-2018,50,111020,498,Employed,23552,9251.666666666666,496,0.2946536443702708,1,0.24260455553611368,2230.0372998322887,,44
12-07-2018,42,54202,553,Unemployed,12176,4516.833333333333,292,0.14204154846337405,0,0.2390079793513072,349.5780008176501,,65
13-07-2018,25,36184,620,Employed,38807,3015.3333333333335,210,0.45821748381146965,0,0.19552508233674512,1171.6784528528515,,53
14-07-2018,42,56320,603,Employed,21883,4693.333333333333,653,0.2627805353089326,1,0.20045240563287955,580.3166457165904,,32
15-07-2018,44,111257,487,Employed,18609,9271.416666666666,525,0.11839067565729917,1,0.27396421112418157,572.6492834670111,,40
16-07-2018,29,55172,606,Employed,40220,4597.666666666667,317,0.40478192424251874,0,0.2238548220091063,1544.0523603590204,,55
17-07-2018,41,29020,583,Employed,16570,2418.3333333333335,158,0.2592427633546996,0,0.2319091366619266,468.93541604611517,,55
18-07-2018,40,19990,564,Employed,11236,1665.8333333333333,511,0.6473348098153745,0,0.19175895244710559,567.3519040174446,,53
19-07-2018,26,196442,600,Employed,25519,16370.166666666666,326,0.099189251,1,0.19914517136280765,1297.7445643696772,,40.800000000000004
20-07-2018,44,21725,630,Employed,38766,1810.4166666666667,206,0.8111362071260299,0,0.23937071843939722,1262.494508,,52
21-07-2018,46,49098,472,Employed,31990,4091.5,352,0.337915698,0,0.3325893200448405,1030.5820787313603,,57
22-07-2018,52,33061,640,Employed,11580,2755.0833333333335,384,0.28784494276873873,1,0.16335096193672682,409.0368044064393,,39.2
23-07-2018,52,91077,550,Employed,37597,7589.75,917,0.32888653604248563,0,0.29177735530274934,1579.166586928455,,51
24-07-2018,23,17270,593,Employed,28352,1439.1666666666667,858,1.336525910015828,0,0.20815769123272054,1065.4835388311126,,54
25-07-2018,28,137635,622,Employed,12414,11469.583333333334,285,0.055363387,1,0.15713120000000003,349.9949757257945,,40.800000000000004
26-07-2018,46,44523,613,Unemployed,12648,3710.25,90,0.10783228720412696,0,0.25516923310183404,310.0847435991121,,56
27-07-2018,46,40998,576,Employed,29172,3416.5,463,0.41671583028107784,0,0.24596710282049838,960.7096341553023,,58
28-07-2018,46,49839,558,Employed,34869,4153.25,565,0.3876845477649174,0,0.34246080633745424,1045.1508480046432,,65
29-07-2018,80,48462,656,Employed,29111,4038.5,477,0.28661319629717885,0,0.18998056659854795,680.4873932461569,,47
30-07-2018,46,37268,535,Employed,26549,3105.6666666666665,504,0.43340980839821297,0,0.2238586816278152,842.0263949487166,,56
31-07-2018,53,85512,628,Employed,20367,7126,338,0.13179487515583035,1,0.18271154386423913,601.1702804,,39.2
01-08-2018,51,16619,617,Employed,22186,1384.9166666666667,236,0.6715909933828922,0,0.21592723230195832,694.0975599191905,,49
02-08-2018,47,30548,490,Employed,22280,2545.6666666666665,920,0.618488668,0,0.3115623202919041,654.4659852730042,,52
03-08-2018,36,108416,604,Unemployed,60460,9034.666666666666,292,0.20353385928135598,0,0.22769426004470836,1546.8605739872908,,47
04-08-2018,49,56255,571,Employed,14526,4687.916666666667,573,0.28098210605910273,1,0.20690376106845665,744.2206980295687,,36.800000000000004
05-08-2018,30,35795,510,Employed,18086,2982.9166666666665,239,0.32004388453378774,0,0.24640745221035157,715.6642372405776,,52
06-08-2018,37,20882,566,Employed,23838,1740.1666666666667,671,0.8159952641036137,0,0.21839612336276748,748.9677587509717,,51
07-08-2018,34,21573,522,Employed,12419,1797.75,194,0.32997282335940387,0,0.23170559645533295,399.2086431943682,,59
08-08-2018,40,86157,535,Employed,16775,7179.75,370,0.14300493842664735,1,0.2384193557901897,656.7397066687212,,40.800000000000004
09-08-2018,67,29708,626,Unemployed,44904,2475.6666666666665,631,0.7832175453647839,0,0.33104556670530866,1307.9855698080833,,50
10-08-2018,18,77920,578,Employed,20677,6493.333333333333,1093,0.2922792561390123,0,0.2341374477915227,804.8666365293196,,56
